age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Probability,name,balance,income,outflow_factor,outflow,Product,Email,Language,customer_since_years,Phone,Email_propensity,Call_propensity,Text_propensity
41,blue-collar,married,1,-999,1,0,1,5,1,8,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0.0352494737813685,Samantha Juarez,178506,2334.1,0.6608318869197048,1542.45,L002,samantha.juarez@hotmail.com,English,23.0,690.842.7191,0.67,0.56,0.55
56,management,divorced,5,0,0,0,1,11,3,2,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.0616374192228279,Kathryn Rogers,19255,4957.29,0.7683291534784916,3808.83,L002,kathryn.rogers@gmail.com,German,30.0,832.657.5349x0563,0.97,0.8,0.31
30,admin.,married,2,0,1,1,1,5,1,1,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0.0916724520184094,Suzanne Griffin,27531,1091.56,0.5823559345528514,635.68,L001,suzanne.griffin@gmail.com,German,12.0,001-967-909-8166x748,0.97,0.51,0.2
44,admin.,married,3,0,1,0,1,7,1,1,999,0,-999,1.4,93.918,-42.7,4.96,5228.1,0.0606288061322093,John Oconnell,21845,648.79,1.0985164982064144,712.71,L001,john.oconnell@hotmail.com,German,26.0,+1-801-953-7307x76987,1.0,0.41,0.54
31,admin.,single,5,0,1,0,1,11,4,1,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0745593421453247,Preston Giles,24224,3165.21,0.3,949.56,L002,preston.giles@gmail.com,German,13.0,448.340.0318x461,0.75,0.59,0.26
44,blue-collar,married,1,-999,1,0,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.048828612322059,Aaron Greer,44650,895.11,0.3,268.53,L002,aaron.greer@hotmail.com,German,25.0,848.898.4052,0.89,0.55,0.67
38,unemployed,married,1,-999,0,0,1,7,2,1,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0651002657460885,Ricky Martinez,132925,4109.86,0.7112032163374944,2922.95,CC003,ricky.martinez@yahoo.com,German,20.0,(305)398-3701,0.63,0.46,0.3
38,admin.,married,3,0,1,0,0,5,4,2,999,0,-999,1.1,93.994,-36.4,4.855,5191.0,0.0354353497280184,Sandra Roberts,98201,3259.8,0.7026861737692284,2290.62,L002,sandra.roberts@gmail.com,German,19.0,231-246-8986,0.51,0.71,0.29
50,technician,married,4,0,1,0,1,11,2,1,999,0,-999,-0.1,93.2,-42.0,4.153,5195.8,0.0634385999093437,Melissa Woods,23096,2105.87,0.7298215013453153,1536.91,L002,melissa.woods@gmail.com,German,32.0,(301)267-2001x1687,0.78,0.75,0.47
53,admin.,single,1,0,1,1,0,5,1,2,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0366630219802764,Scott Mccarthy,105479,1472.63,0.9577082488444948,1410.35,L001,scott.mccarthy@hotmail.com,English,28.0,425-928-5375x329,0.87,0.73,0.23
36,admin.,divorced,3,0,1,0,0,5,1,3,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0334449487149554,Cassie Hernandez,80698,3931.94,0.3,1179.58,L001,cassie.hernandez@gmail.com,German,18.0,613.838.4116x48512,0.74,0.78,0.22
62,retired,married,5,0,0,0,1,11,4,2,6,3,1,-1.1,94.767,-50.8,1.031,4963.6,0.7263312956676621,Francisco Flores,21656,3735.48,1.450467715068383,5418.19,L002,francisco.flores@hotmail.com,English,33.0,+1-238-636-5223x88792,0.71,0.56,0.45
37,technician,married,3,-999,0,1,1,5,4,6,999,0,-999,-1.8,92.893,-46.2,1.266,5099.1,0.0940128165847345,Christopher Rodgers,147769,879.81,0.5615077192775344,494.02,L001,christopher.rodgers@gmail.com,German,19.0,+1-912-209-0635,0.61,0.72,0.57
24,blue-collar,single,2,0,1,0,1,5,5,4,999,0,-999,-1.8,92.893,-46.2,1.25,5099.1,0.1076789840886043,Brittany Gordon,18924,691.32,0.5775404591670905,399.27,L001,brittany.gordon@yahoo.com,German,6.0,(981)784-3391,0.54,0.63,0.27
54,blue-collar,married,1,-999,1,0,1,8,3,1,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.048828612322059,Rachel Ball,32253,546.21,1.0326849467726915,564.06,L001,rachel.ball@hotmail.com,German,35.0,+1-930-448-2306x22576,0.91,0.47,0.5
22,services,single,2,0,0,0,0,5,2,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0353779554600009,Alyssa Carter,187328,948.15,1.2425279057700689,1178.1,L001,alyssa.carter@gmail.com,German,4.0,317.978.6419x0725,0.75,0.58,0.26
54,blue-collar,married,1,0,0,0,1,5,1,1,999,0,-999,-1.8,92.893,-46.2,1.299,5099.1,0.0673921484677477,Pamela Norris,4589,1079.8,0.7809593566257518,843.28,L002,pamela.norris@yahoo.com,English,28.0,(765)853-0257,0.94,0.55,0.69
37,technician,married,3,-999,1,0,1,8,2,2,999,0,-999,1.4,93.444,-36.1,4.966,5228.1,0.0547855196528247,Justin James,166291,3018.85,0.3,905.66,CC003,justin.james@gmail.com,German,19.0,928.355.1059x29395,0.95,0.74,0.9
31,blue-collar,married,2,-999,1,1,1,7,2,3,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0585796067334466,Andrew Romero,114496,2086.23,0.3,625.87,L002,andrew.romero@hotmail.com,German,13.0,(880)768-6745,0.58,0.64,0.53
52,blue-collar,divorced,3,0,0,0,0,6,3,2,999,0,-999,1.4,94.465,-41.8,4.959,5228.1,0.0406282507913468,Kimberly Mercado,182284,2755.45,1.3584760284224946,3743.21,L002,kimberly.mercado@hotmail.com,German,28.0,+1-847-580-7773x6320,0.89,0.68,0.6
58,technician,married,5,0,0,0,0,7,4,1,999,0,-999,1.4,93.918,-42.7,4.966,5228.1,0.0419873956571274,John Watson,8381,1796.08,0.916583511963204,1646.26,L001,john.watson@hotmail.com,English,30.0,746.892.0865x7795,0.73,0.68,0.44
50,admin.,divorced,5,0,1,0,1,8,2,9,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0468769039152924,Donald Guerra,64893,1089.67,0.9655781933849046,1052.16,L002,donald.guerra@gmail.com,German,27.0,2602569515,0.93,0.63,0.78
43,self-employed,married,4,0,1,0,1,5,4,2,999,0,-999,-1.8,92.893,-46.2,1.327,5099.1,0.0930995896036476,Nicole Reyes,162618,4837.15,0.6293428716414833,3044.23,CC003,nicole.reyes@yahoo.com,German,25.0,(283)419-8693,0.54,0.47,0.21
49,blue-collar,married,1,-999,1,0,0,6,5,2,999,0,-999,1.4,94.465,-41.8,4.959,5228.1,0.0362196882628415,Mary Perez,68531,696.81,1.5440379526350534,1075.9,L002,mary.perez@hotmail.com,English,26.0,+1-640-218-9550x66581,0.53,0.57,0.27
53,management,married,2,-999,0,1,1,7,5,2,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0619770926769385,Ashley Wood,130435,1677.29,0.3,503.19,CC003,ashley.wood@gmail.com,German,31.0,001-339-887-9789,0.65,0.46,0.77
36,admin.,married,5,0,1,0,1,4,4,1,0,1,1,-1.8,93.075,-47.1,1.365,5099.1,0.5965224061241632,Bailey Johnson,99747,4738.88,0.9905917463705038,4694.3,L001,bailey.johnson@hotmail.com,German,18.0,001-981-598-5186x0166,0.65,0.42,0.38
33,entrepreneur,married,5,-999,1,0,1,5,3,2,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0.0597357214562461,William Fisher,137401,4669.7,1.135705124599772,5303.4,CC003,william.fisher@hotmail.com,English,15.0,475.275.0410,0.81,0.76,0.54
23,admin.,single,3,0,1,0,1,4,4,1,999,0,-999,-1.8,93.075,-47.1,1.365,5099.1,0.363336660098465,Jason Miller,64474,2914.71,1.1042257637826045,3218.5,L002,jason.miller@gmail.com,German,5.0,451.341.6799,0.97,0.67,0.26
53,admin.,divorced,5,0,1,0,1,11,2,1,999,0,-999,-0.1,93.2,-42.0,4.153,5195.8,0.0641142397724767,Angel Mills,169304,2501.27,0.7449021897451882,1863.2,CC003,angel.mills@yahoo.com,English,31.0,001-452-595-2870x016,0.57,0.79,0.7
31,blue-collar,single,3,0,0,0,1,11,3,1,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.0637145966317355,Michael Sanders,165059,4550.58,1.123239475133662,5111.39,L001,michael.sanders@gmail.com,German,13.0,392-471-1304,0.8,0.46,0.87
28,admin.,married,1,0,0,0,0,5,3,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0375070326549541,Jesse Smith,146467,1847.28,1.0191065849458898,1882.58,L001,jesse.smith@yahoo.com,English,10.0,(964)217-9624,1.0,0.5,0.81
39,self-employed,married,5,-999,0,0,1,11,3,1,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.0633185837960007,Heidi Brown,90711,4106.41,1.4196227526843035,5829.55,L001,heidi.brown@hotmail.com,English,20.0,341.747.3166x327,0.83,0.75,0.69
46,admin.,married,5,0,1,0,1,7,5,3,999,0,-999,-1.7,94.215,-40.3,0.822,4991.6,0.4863939538145447,Bryan Crawford,98737,4730.7,0.7049226670704867,3334.78,L002,bryan.crawford@hotmail.com,German,28.0,326-346-4571x4232,0.83,0.44,0.69
55,retired,married,4,0,1,0,1,7,2,3,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.1016980746427849,Kelli Patrick,76370,895.84,1.4384759450153872,1288.64,L001,kelli.patrick@gmail.com,English,37.0,6005143144,0.58,0.68,0.68
28,blue-collar,married,2,0,1,0,1,7,1,3,999,0,-999,1.4,93.918,-42.7,4.96,5228.1,0.0558844542037221,Lauren Cox,6628,1360.88,0.3,408.26,CC003,lauren.cox@hotmail.com,German,10.0,(722)263-3848,0.52,0.65,0.6
34,technician,married,4,-999,0,0,1,8,1,1,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.051774799164669,Andrew Thomas,102178,2628.23,0.5690664026898146,1495.64,CC003,andrew.thomas@hotmail.com,English,16.0,001-500-466-5257x4046,0.98,0.44,0.82
36,unemployed,single,2,0,1,0,1,11,4,4,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0688861602017136,James Pugh,158930,1333.41,0.7697477476841944,1026.39,CC003,james.pugh@hotmail.com,English,18.0,+1-243-752-0288x25987,0.86,0.51,0.63
43,blue-collar,married,1,0,1,0,0,6,3,1,999,0,-999,1.4,94.465,-41.8,4.959,5228.1,0.0372565843534744,Barbara Thompson,6321,3621.47,0.8941365058484804,3238.09,L001,barbara.thompson@gmail.com,German,25.0,501.762.2824x048,0.98,0.63,0.51
36,housemaid,married,1,0,1,1,1,7,1,6,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0518787863210704,Robert Miles,21999,787.85,0.612330372133064,482.42,L001,robert.miles@gmail.com,German,18.0,524-493-9142,0.69,0.79,0.71
42,blue-collar,married,2,0,0,0,1,4,4,4,999,0,-999,-1.8,93.075,-47.1,1.41,5099.1,0.1156004984317494,Andrew Mccann,37487,4843.23,0.753123061709707,3647.55,L001,andrew.mccann@yahoo.com,German,24.0,579.771.9649x946,0.78,0.61,0.77
45,services,married,3,0,0,0,1,8,4,2,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0538396260803662,Jasmine Clark,122531,980.9,0.925367294090882,907.69,L002,jasmine.clark@hotmail.com,German,27.0,293.705.1071,0.9,0.47,0.23
33,blue-collar,married,4,0,1,1,1,4,3,1,999,0,-999,-1.8,93.075,-47.1,1.498,5099.1,0.1188644835055448,Carol James,184801,3146.5,0.7664933843022028,2411.77,CC003,carol.james@hotmail.com,German,15.0,+1-926-724-0043,0.78,0.56,0.31
40,technician,married,4,-999,1,0,1,7,4,10,999,0,-999,1.4,93.918,-42.7,4.968,5228.1,0.0511770974624843,Melissa Hunter,88638,864.31,0.493532690540909,426.57,L002,melissa.hunter@hotmail.com,German,22.0,+1-808-767-1862x78399,0.86,0.59,0.82
34,admin.,married,5,-999,0,0,1,8,2,1,999,0,-999,1.4,93.444,-36.1,4.968,5228.1,0.0548967624513949,Kelly Gonzalez,165546,4969.94,1.9850105875375088,9865.38,L001,kelly.gonzalez@hotmail.com,German,16.0,001-849-764-5507,0.6,0.74,0.58
37,blue-collar,married,1,-999,0,0,0,5,2,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0305970062261943,Christine Richardson,95264,2613.95,0.5098188662480929,1332.64,L001,christine.richardson@gmail.com,German,19.0,001-253-337-8881,0.64,0.42,0.35
45,blue-collar,married,1,-999,0,0,0,5,5,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0305620555839507,Colleen White,110985,2158.74,1.4511310157154105,3132.61,CC003,colleen.white@hotmail.com,German,26.0,5195132733,0.83,0.67,0.58
47,blue-collar,married,1,0,1,1,1,11,4,6,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0507849722743898,Karen Farley,93414,3878.71,0.7847408250965822,3043.78,L002,karen.farley@yahoo.com,German,25.0,(536)393-7891x9827,0.94,0.67,0.47
45,admin.,married,5,0,0,0,1,7,2,2,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0647100247393844,Peter Salas,119369,3755.49,0.8732990466775997,3279.67,CC003,peter.salas@gmail.com,English,24.0,001-554-404-0223x3003,0.91,0.79,0.56
59,management,married,5,0,0,0,1,8,5,3,999,0,-999,1.4,93.444,-36.1,4.964,5228.1,0.0564736796806579,Jamie Bond,145850,2583.96,0.5723647138201742,1478.97,L001,jamie.bond@yahoo.com,English,33.0,874-447-2492,0.52,0.67,0.25
45,blue-collar,married,1,-999,1,0,1,8,1,2,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.045094346394223,Daniel Coleman,197878,2171.52,0.71171014370509,1545.49,CC003,daniel.coleman@yahoo.com,English,24.0,4888580356,0.91,0.52,0.86
36,blue-collar,married,3,0,0,0,1,11,4,2,999,0,-999,-0.1,93.2,-42.0,4.076,5195.8,0.0570484284785911,Morgan Sloan,65411,2752.14,0.935532787556495,2574.72,L001,morgan.sloan@hotmail.com,English,18.0,806.767.6873x7981,0.7,0.71,0.63
42,admin.,married,5,0,0,0,1,7,3,3,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0647100247393844,Micheal Hopkins,80554,4021.03,0.9079500584186118,3650.89,CC003,micheal.hopkins@gmail.com,English,22.0,(447)863-9775x174,0.76,0.46,0.43
35,technician,single,4,0,0,1,1,8,1,1,999,0,-999,1.4,93.444,-36.1,4.97,5228.1,0.0508297639629309,Joseph Wright,126913,4604.6,0.9208176673945504,4240.0,CC003,joseph.wright@hotmail.com,English,17.0,001-977-302-9022x5702,0.81,0.6,0.68
35,self-employed,married,5,0,1,0,1,6,4,1,999,0,-999,-2.9,92.963,-40.8,1.26,5076.2,0.3538807936774548,Barbara King,8180,1827.34,1.4063607633936597,2569.9,L002,barbara.king@gmail.com,English,17.0,+1-664-431-3278x752,0.81,0.66,0.4
40,entrepreneur,married,5,0,0,0,1,7,1,3,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0582339749486478,Charles Patel,35617,2923.11,0.3,876.93,L001,charles.patel@yahoo.com,German,20.0,(680)484-0149,0.6,0.76,0.84
46,entrepreneur,married,5,-999,1,0,0,6,4,2,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.038760289484403,Charlotte Morse,20348,4162.64,0.6557568739001807,2729.68,L002,charlotte.morse@hotmail.com,German,23.0,685.412.8695,0.7,0.46,0.66
41,services,married,3,0,1,0,1,7,1,2,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0574856743086599,Michael Snyder,86023,4352.94,0.3948353376914951,1718.69,CC003,michael.snyder@hotmail.com,German,23.0,+1-790-296-4024x412,0.81,0.41,0.22
29,services,married,3,0,0,0,0,6,2,2,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0426436697613773,Elaine Contreras,64747,1806.05,1.2284142087131025,2218.58,L001,elaine.contreras@hotmail.com,English,11.0,529.820.1940x7996,0.89,0.59,0.3
33,services,married,3,0,1,0,1,11,3,3,999,0,-999,-0.1,93.2,-42.0,4.12,5195.8,0.060879952941303,Nicholas Leon,9549,4296.35,1.44136803795348,6192.62,CC003,nicholas.leon@hotmail.com,German,15.0,9234157624,0.55,0.42,0.64
83,retired,divorced,1,0,0,0,1,9,4,1,9,3,1,-1.1,94.199,-37.5,0.879,4963.6,0.7529594881492764,Edward Henry,181440,1423.39,0.3,427.02,L001,edward.henry@hotmail.com,German,47.0,(533)490-6916,0.8,0.78,0.62
31,admin.,married,5,-999,0,0,1,8,3,5,999,0,-999,1.4,93.444,-36.1,4.964,5228.1,0.0528935333071126,Brandon Hicks,44740,2783.2,1.4651188050554211,4077.72,CC003,brandon.hicks@gmail.com,English,13.0,534.982.0806,0.82,0.79,0.79
41,admin.,married,5,-999,0,0,1,5,1,2,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0.0833753249938081,Jason Wang,80305,710.82,0.5602832700405909,398.26,L002,jason.wang@yahoo.com,German,23.0,739-360-4648x596,0.75,0.43,0.62
23,services,single,3,0,0,0,0,6,4,10,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0368375529865478,Heather Griffin,102902,726.58,0.4037821452255624,293.38,L001,heather.griffin@hotmail.com,German,5.0,7599000031,1.0,0.63,0.74
35,admin.,married,5,0,1,0,1,8,2,3,999,0,-999,1.4,93.444,-36.1,4.968,5228.1,0.0564142370225036,Theresa Moore,43854,3905.33,1.8193899424087363,7105.32,CC003,theresa.moore@gmail.com,German,17.0,808.535.2307,0.72,0.44,0.33
32,housemaid,married,1,0,1,0,1,8,1,4,999,0,-999,1.4,93.444,-36.1,4.965,5228.1,0.0488782873574064,Amy Howell,179027,653.41,0.9369935570951872,612.24,L001,amy.howell@yahoo.com,German,14.0,617-544-2040,0.95,0.71,0.55
39,admin.,single,5,0,0,0,1,7,2,1,999,0,-999,1.4,93.918,-42.7,4.961,5228.1,0.0708005368597748,Christopher Sullivan,86780,845.58,1.0382638281236072,877.94,L002,christopher.sullivan@yahoo.com,German,21.0,926.627.4862,0.7,0.72,0.21
27,admin.,single,3,0,0,0,1,4,4,1,999,0,-999,-1.8,93.075,-47.1,1.41,5099.1,0.221103348930464,Aaron Campbell,174899,3532.59,1.201181343200742,4243.28,L001,aaron.campbell@hotmail.com,English,9.0,(866)427-9518x747,0.6,0.75,0.27
53,technician,married,4,-999,1,0,1,8,4,1,999,0,-999,1.4,93.444,-36.1,4.962,5228.1,0.0547476961370815,Julia Lawson,139089,2271.6,1.0652683792192723,2419.86,L001,julia.lawson@yahoo.com,German,33.0,707.717.1122x62750,0.51,0.56,0.31
45,admin.,married,1,-999,1,0,0,5,3,4,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0336900979144655,Donald Gonzalez,22354,4829.63,0.3,1448.89,L002,donald.gonzalez@hotmail.com,German,27.0,(882)887-5342x07816,0.72,0.51,0.43
31,admin.,married,5,0,0,0,0,4,3,3,999,0,-999,-1.8,93.075,-47.1,1.415,5099.1,0.147364413401406,Mary Harris,176652,3997.52,0.3,1199.26,L001,mary.harris@yahoo.com,German,13.0,+1-714-992-7284x9812,0.89,0.51,0.88
51,blue-collar,married,2,-999,0,0,0,7,1,5,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0300248853532209,Sean Austin,51788,1679.89,1.6390537410090429,2753.43,L001,sean.austin@hotmail.com,German,27.0,295-274-3029x74353,0.74,0.66,0.84
29,services,single,3,0,1,1,1,6,3,2,999,2,0,-2.9,92.963,-40.8,1.26,5076.2,0.2787263314459794,Lisa Galvan,42977,3012.72,1.3112004075556474,3950.28,CC003,lisa.galvan@gmail.com,German,11.0,(425)309-7116,0.83,0.54,0.55
44,blue-collar,married,2,-999,1,0,1,8,1,3,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.045094346394223,Sharon Kelly,18961,1657.79,0.5793710750063077,960.48,CC003,sharon.kelly@yahoo.com,German,23.0,672.391.2502,0.73,0.69,0.7
42,management,married,2,0,1,0,1,7,4,1,999,0,-999,1.4,93.918,-42.7,4.968,5228.1,0.0632697259294814,Mariah Leon,116218,3725.02,0.4561250628371567,1699.07,L001,mariah.leon@gmail.com,English,22.0,468.306.7384,0.66,0.46,0.59
40,admin.,married,5,-999,1,1,1,11,1,2,999,0,-999,-0.1,93.2,-42.0,4.191,5195.8,0.0583856642557738,Susan Carpenter,166530,2792.47,0.9806714151586404,2738.5,L002,susan.carpenter@yahoo.com,German,22.0,001-478-906-2381,0.88,0.44,0.26
42,self-employed,married,5,0,1,0,1,8,5,2,999,0,-999,1.4,93.444,-36.1,4.966,5228.1,0.0570712870416889,Rhonda Morrow,9176,3584.79,0.8384212079901135,3005.56,CC003,rhonda.morrow@hotmail.com,English,24.0,8694055557,0.57,0.58,0.33
37,self-employed,divorced,5,0,1,1,0,5,1,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0328854546613936,Adam Hall,3177,2174.51,1.1385569271337777,2475.8,L001,adam.hall@yahoo.com,German,19.0,(560)221-7494x7128,0.88,0.56,0.82
43,blue-collar,divorced,2,0,1,0,1,7,2,2,999,0,-999,1.4,93.918,-42.7,4.962,5228.1,0.0627812182122851,Melissa Williams,38520,3781.75,1.0666319666450046,4033.74,CC003,melissa.williams@yahoo.com,English,22.0,487.805.0803x578,0.98,0.77,0.41
41,technician,married,5,0,1,1,1,5,5,4,999,0,-999,-1.8,92.893,-46.2,1.313,5099.1,0.0914193324860999,Melanie Barnett,154376,2241.93,0.6038085001352838,1353.7,L001,melanie.barnett@hotmail.com,German,21.0,+1-454-313-0976x9613,0.59,0.41,0.33
53,admin.,single,5,0,0,0,1,4,4,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0.6117800795830722,Kevin Lee,192133,3927.83,0.3121040535782119,1225.89,L002,kevin.lee@hotmail.com,English,28.0,421.472.6546x00452,0.61,0.76,0.28
35,blue-collar,married,2,0,0,0,0,6,5,3,999,0,-999,1.4,94.465,-41.8,4.959,5228.1,0.0374431207199762,Meghan Carter,48309,1443.12,1.0447241306558446,1507.66,L001,meghan.carter@hotmail.com,German,17.0,872.424.5226x2920,0.83,0.69,0.23
53,blue-collar,married,1,-999,1,0,0,6,5,18,999,0,-999,1.4,94.465,-41.8,4.959,5228.1,0.0259319214563118,James Morales,59781,2790.13,0.8262078884801755,2305.23,L002,james.morales@gmail.com,German,31.0,923.866.3755x56529,0.88,0.74,0.54
52,blue-collar,married,1,0,1,0,0,6,4,2,999,0,-999,1.4,94.465,-41.8,4.961,5228.1,0.0373097981936774,Andrew Willis,66199,2417.34,1.6208916928767296,3918.25,L002,andrew.willis@gmail.com,German,30.0,2065580189,0.89,0.73,0.21
45,services,married,3,-999,0,0,0,5,3,1,999,0,-999,1.1,93.994,-36.4,4.859,5191.0,0.0341162991923335,Oscar Campos,38970,929.58,0.6594843716536287,613.04,L001,oscar.campos@yahoo.com,English,27.0,(847)646-9823,0.54,0.41,0.29
28,admin.,single,3,0,1,0,1,7,1,1,999,0,-999,1.4,93.918,-42.7,4.96,5228.1,0.0705351276449346,Ryan Knight,146047,3384.96,0.5521335674995955,1868.95,L001,ryan.knight@gmail.com,German,10.0,(735)559-1565x7537,0.66,0.68,0.42
35,self-employed,single,5,0,0,1,1,11,3,1,3,1,1,-0.1,93.2,-42.0,4.12,5195.8,0.1876582657107867,Tara Blair,59476,2527.18,0.862090737013935,2178.66,L001,tara.blair@yahoo.com,German,17.0,(697)466-6716,0.81,0.54,0.78
42,services,married,2,-999,0,0,0,5,1,5,999,0,-999,1.1,93.994,-36.4,4.858,5191.0,0.0293760274599348,Crystal Gross,196955,519.58,0.3,155.87,L002,crystal.gross@yahoo.com,German,24.0,(478)469-1956x556,0.53,0.54,0.66
18,student,single,3,0,0,0,1,11,5,2,7,2,0,-3.4,92.649,-30.1,0.714,5017.5,0.5763304361644369,Kristine Jackson,123366,3181.51,1.2429087023897232,3954.33,L001,kristine.jackson@gmail.com,German,0.0,549-982-1978x0296,0.89,0.66,0.44
32,retired,married,1,0,1,0,1,4,5,1,999,0,-999,-1.8,93.075,-47.1,1.405,5099.1,0.277658969267482,Ruth Lee,86640,2033.69,0.94883574297519,1929.64,L002,ruth.lee@gmail.com,English,14.0,364.451.6610,0.99,0.63,0.79
31,blue-collar,married,2,0,1,0,1,4,4,1,999,0,-999,-1.8,93.075,-47.1,1.41,5099.1,0.1241701733797829,Monica Davis,75648,1625.57,0.8585158885158133,1395.58,L002,monica.davis@gmail.com,English,13.0,+1-417-454-8687x116,0.96,0.76,0.79
41,management,divorced,5,0,0,0,0,6,1,12,999,0,-999,1.4,94.465,-41.8,4.865,5228.1,0.0273423309903243,Jonathan Andrade,30938,3225.66,0.9075755543474422,2927.53,L002,jonathan.andrade@yahoo.com,German,23.0,739-254-6005x2344,0.61,0.46,0.52
26,unemployed,single,5,0,1,0,1,4,2,3,999,0,-999,-1.8,93.075,-47.1,1.423,5099.1,0.2083006130868381,James Thornton,178976,3735.29,0.9620593071125048,3593.57,L002,james.thornton@yahoo.com,German,8.0,(662)529-2904x439,0.67,0.68,0.7
26,retired,single,3,0,-999,-999,1,6,3,1,999,0,-999,-2.9,92.963,-40.8,1.26,5076.2,0.3956610414593113,Nicholas Kennedy,48663,1174.11,1.0101455478154604,1186.02,L001,nicholas.kennedy@hotmail.com,English,8.0,938.768.9761x19386,1.0,0.46,0.54
50,admin.,married,5,0,0,0,1,8,1,3,999,0,-999,1.4,93.444,-36.1,4.963,5228.1,0.0531624737218952,William Fuentes,181304,2870.93,0.3,861.28,L001,william.fuentes@yahoo.com,German,26.0,+1-237-531-8470x044,0.97,0.6,0.55
44,blue-collar,married,-999,-999,1,0,1,8,4,2,999,0,-999,1.4,93.444,-36.1,4.962,5228.1,0.0489902559352169,Christina Fox,48027,1062.1,0.4370613865122836,464.2,L002,christina.fox@yahoo.com,German,26.0,+1-419-436-6779x815,0.71,0.69,0.56
62,blue-collar,married,1,0,1,1,1,11,1,1,999,1,0,-3.4,92.649,-30.1,0.719,5017.5,0.2823984462917019,Joseph Moon,158260,4468.1,0.9404134700353474,4201.86,L002,joseph.moon@hotmail.com,German,36.0,001-983-312-0067x367,0.79,0.57,0.31
34,blue-collar,married,1,-999,1,1,1,11,3,2,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0.0410179839673341,Kevin Green,32881,4230.97,0.9741546081559082,4121.62,L001,kevin.green@gmail.com,English,16.0,201-683-0765x78807,0.63,0.52,0.68
30,management,married,5,0,1,0,1,10,2,2,999,0,-999,-3.4,92.431,-26.9,0.742,5017.5,0.3511102105235634,Kevin Lam,134221,1746.53,0.4385382212559096,765.92,CC003,kevin.lam@yahoo.com,German,12.0,896.268.8798x2858,0.58,0.5,0.44
50,blue-collar,married,2,0,1,1,0,5,1,1,999,0,-999,1.1,93.994,-36.4,4.857,5191.0,0.0290584081376532,Juan Fisher,56786,563.28,0.6198448292533947,349.15,L001,juan.fisher@yahoo.com,German,25.0,4512716009,0.95,0.63,0.4
32,admin.,single,5,0,1,0,0,9,2,1,999,0,-999,-1.1,94.199,-37.5,0.88,4963.6,0.2427048224420243,Robert Ho,165469,3032.82,1.5362819321990706,4659.27,L001,robert.ho@gmail.com,English,14.0,(682)675-8704,0.86,0.65,0.59
39,services,married,-999,-999,1,1,1,7,3,6,999,0,-999,1.4,93.918,-42.7,4.963,5228.1,0.0542222261486724,Margaret Brown,45066,3438.31,0.749121763536725,2575.71,CC003,margaret.brown@gmail.com,German,21.0,(566)616-8030x9677,0.91,0.57,0.3
